true_model,data_source,network_size,effective_sample_size,test_bootstrap_iters,ML_model_name,tuning_param_grid,L_lower,L_upper,L_result,Y_lower,Y_upper,Y_result
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008636432601639937,-0.007684750101188431,B,-0.0008472388736347779,0.002108556539477934,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.00941923611014086,-0.007980508298703842,B,-0.0011293971225427419,0.0007134633541381596,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.012839153216847183,-0.010896195823180736,B,-0.0011814984799350641,0.000695352949563449,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.0058505698442754515,-0.00465552369958397,B,-7.438730778917962e-05,0.002045819762300635,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007241765632403263,-0.006278142766713802,B,-0.0009130013882058328,0.0005695935219489056,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.012458744403380186,-0.010456737650581048,B,-0.0005034320135444755,0.001178745685688271,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.011688103461295934,-0.00969674047518798,B,-0.0011065296669574773,0.0015849973549284138,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.00723413796402588,-0.006146651703446339,B,-0.00015458642249221514,0.0008095501879935794,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008518528669793943,-0.007075867407573979,B,-0.00042856297034959685,0.0017683000943289101,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008859373053226538,-0.007927848951812706,B,-0.0006029587842730693,0.002816522016546578,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010432714639709632,-0.009177098010920069,B,-0.00018618488829934344,0.002437101055235186,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.004266039632156568,-0.001155888246300898,B,-0.0008785927075851649,0.0003487268067450082,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.006704058291907934,-0.0052792982033613555,B,-0.0007519412174818004,0.0014204737698882352,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.005081960927393786,-0.003701441346447016,B,-0.0008217851884197915,0.0005556452520998259,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007136130801516491,-0.005938313093827701,B,-0.0003797951834574355,0.0020149137124263216,U
BBU,../data/binary_sample/,200000,5000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.0062715129255054404,-0.005176412269458189,B,5.313823255753004e-06,0.0046770816635634425,U
BBU,../data/binary_sample/,200000,6000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.011193362998525767,-0.00985782638066703,B,-2.4075405639525227e-05,0.00147425258408001,U
